form_terenu,eksp_sloneczna,nachylenie,pietro,wysokosc,pora_roku,deszcz48h,snieg48h,wiatr48h,wzr_temp
False,True,True,True,True,False,True,True,True,False,umiarkowane
False,True,True,True,True,False,True,True,False,True,umiarkowane
False,True,True,True,True,False,True,True,False,False,umiarkowane
False,True,True,True,True,False,True,False,True,True,niskie
False,True,True,True,True,False,True,False,True,False,niskie
False,True,True,True,True,False,True,False,False,True,niskie
False,True,True,True,True,False,True,False,False,False,niskie
False,True,True,True,True,False,False,True,True,True,umiarkowane
False,True,True,True,True,False,False,True,True,False,umiarkowane
False,True,True,True,True,False,False,True,False,True,umiarkowane
False,True,True,True,True,False,False,True,False,False,umiarkowane
False,True,True,True,True,False,False,False,True,True,niskie
False,True,True,True,True,False,False,False,True,False,niskie
False,True,True,True,True,False,False,False,False,True,niskie
False,True,True,True,True,False,False,False,False,False,niskie
False,True,True,True,False,True,True,True,True,True,umiarkowane
False,True,True,True,False,True,True,True,True,False,umiarkowane
False,True,True,True,False,True,True,True,False,True,umiarkowane
False,True,True,True,False,True,True,True,False,False,umiarkowane
False,True,True,True,False,True,True,False,True,True,umiarkowane
False,True,True,True,False,True,True,False,True,False,umiarkowane
False,True,True,True,False,True,True,False,False,True,umiarkowane
False,True,True,True,False,True,True,False,False,False,umiarkowane
False,True,True,True,False,True,False,True,True,True,umiarkowane
False,True,True,True,False,True,False,True,True,False,umiarkowane
False,True,True,True,False,True,False,True,False,True,umiarkowane
False,True,True,True,False,True,False,True,False,False,umiarkowane
False,True,True,True,False,True,False,False,True,True,umiarkowane
False,True,True,True,False,True,False,False,True,False,umiarkowane
False,True,True,True,False,True,False,False,False,True,umiarkowane
False,True,True,True,False,True,False,False,False,False,umiarkowane
False,True,True,True,False,False,True,True,True,True,umiarkowane
False,True,True,True,False,False,True,True,True,False,umiarkowane
False,True,True,True,False,False,True,True,False,True,umiarkowane
False,True,True,True,False,False,True,True,False,False,umiarkowane
False,True,True,True,False,False,True,False,True,True,niskie
False,True,True,True,False,False,True,False,True,False,niskie
False,True,True,True,False,False,True,False,False,True,niskie
False,True,True,True,False,False,True,False,False,False,niskie
False,True,True,True,False,False,False,True,True,True,umiarkowane
False,True,True,True,False,False,False,True,True,False,umiarkowane
False,True,True,True,False,False,False,True,False,True,umiarkowane
False,True,True,True,False,False,False,True,False,False,umiarkowane
False,True,True,True,False,False,False,False,True,True,niskie
False,True,True,True,False,False,False,False,True,False,niskie
False,True,True,True,False,False,False,False,False,True,niskie
False,True,True,True,False,False,False,False,False,False,niskie
False,True,True,False,True,True,True,True,True,True,umiarkowane
False,True,True,False,True,True,True,True,True,False,umiarkowane
False,True,True,False,True,True,True,True,False,True,umiarkowane
False,True,True,False,True,True,True,True,False,False,umiarkowane
False,True,True,False,True,True,True,False,True,True,umiarkowane
False,True,True,False,True,True,True,False,True,False,umiarkowane
False,True,True,False,True,True,True,False,False,True,umiarkowane
False,True,True,False,True,True,True,False,False,False,umiarkowane
False,True,True,False,True,True,False,True,True,True,umiarkowane
False,True,True,False,True,True,False,True,True,False,umiarkowane
False,True,True,False,True,True,False,True,False,True,umiarkowane
False,True,True,False,True,True,False,True,False,False,umiarkowane
False,True,True,False,True,True,False,False,True,True,umiarkowane
False,True,True,False,True,True,False,False,True,False,umiarkowane
False,True,True,False,True,True,False,False,False,True,umiarkowane
False,True,True,False,True,True,False,False,False,False,umiarkowane
False,True,True,False,True,False,True,True,True,True,umiarkowane
False,True,True,False,True,False,True,True,True,False,umiarkowane
False,True,True,False,True,False,True,True,False,True,umiarkowane
False,True,True,False,True,False,True,True,False,False,umiarkowane
False,True,True,False,True,False,True,False,True,True,niskie
False,True,True,False,True,False,True,False,True,False,niskie
False,True,True,False,True,False,True,False,False,True,niskie
False,True,True,False,True,False,True,False,False,False,niskie
False,True,True,False,True,False,False,True,True,True,umiarkowane
False,True,True,False,True,False,False,True,True,False,umiarkowane
False,True,True,False,True,False,False,True,False,True,umiarkowane
False,True,True,False,True,False,False,True,False,False,umiarkowane
False,True,True,False,True,False,False,False,True,True,niskie
False,True,True,False,True,False,False,False,True,False,niskie
False,True,True,False,True,False,False,False,False,True,niskie
False,True,True,False,True,False,False,False,False,False,niskie
False,True,True,False,False,True,True,True,True,True,umiarkowane
False,True,True,False,False,True,True,True,True,False,umiarkowane
False,True,True,False,False,True,True,True,False,True,umiarkowane
False,True,True,False,False,True,True,True,False,False,umiarkowane
False,True,True,False,False,True,True,False,True,True,umiarkowane
False,True,True,False,False,True,True,False,True,False,umiarkowane
False,True,True,False,False,True,True,False,False,True,umiarkowane
False,True,True,False,False,True,True,False,False,False,umiarkowane
False,True,True,False,False,True,False,True,True,True,umiarkowane
False,True,True,False,False,True,False,True,True,False,umiarkowane
False,True,True,False,False,True,False,True,False,True,umiarkowane
False,True,True,False,False,True,False,True,False,False,umiarkowane
False,True,True,False,False,True,False,False,True,True,umiarkowane
False,True,True,False,False,True,False,False,True,False,umiarkowane
False,True,True,False,False,True,False,False,False,True,umiarkowane
False,True,True,False,False,True,False,False,False,False,umiarkowane
False,True,True,False,False,False,True,True,True,True,umiarkowane
False,True,True,False,False,False,True,True,True,False,umiarkowane
False,True,True,False,False,False,True,True,False,True,umiarkowane
False,True,True,False,False,False,True,True,False,False,umiarkowane
False,True,True,False,False,False,True,False,True,True,niskie
False,True,True,False,False,False,True,False,True,False,niskie
False,True,True,False,False,False,True,False,False,True,niskie
False,True,True,False,False,False,True,False,False,False,niskie
False,True,True,False,False,False,False,True,True,True,umiarkowane
False,True,True,False,False,False,False,True,True,False,umiarkowane
False,True,True,False,False,False,False,True,False,True,umiarkowane
False,True,True,False,False,False,False,True,False,False,umiarkowane
False,True,True,False,False,False,False,False,True,True,niskie
False,True,True,False,False,False,False,False,True,False,niskie
False,True,True,False,False,False,False,False,False,True,niskie
False,True,True,False,False,False,False,False,False,False,niskie
False,True,False,True,True,True,True,True,True,True,niskie
False,True,False,True,True,True,True,True,True,False,niskie
False,True,False,True,True,True,True,True,False,True,niskie
False,True,False,True,True,True,True,True,False,False,niskie
False,True,False,True,True,True,True,False,True,True,niskie
False,True,False,True,True,True,True,False,True,False,niskie
False,True,False,True,True,True,True,False,False,True,niskie
False,True,False,True,True,True,True,False,False,False,niskie
False,True,False,True,True,True,False,True,True,True,niskie
False,True,False,True,True,True,False,True,True,False,niskie
False,True,False,True,True,True,False,True,False,True,niskie
False,True,False,True,True,True,False,True,False,False,niskie
False,True,False,True,True,True,False,False,True,True,niskie
False,True,False,True,True,True,False,False,True,False,niskie
False,True,False,True,True,True,False,False,False,True,niskie
False,True,False,True,True,True,False,False,False,False,niskie
False,True,False,True,True,False,True,True,True,True,niskie
False,True,False,True,True,False,True,True,True,False,niskie
False,True,False,True,True,False,True,True,False,True,niskie
False,True,False,True,True,False,True,True,False,False,niskie
False,True,False,True,True,False,True,False,True,True,niskie
False,True,False,True,True,False,True,False,True,False,niskie
False,True,False,True,True,False,True,False,False,True,niskie
False,True,False,True,True,False,True,False,False,False,niskie
False,True,False,True,True,False,False,True,True,True,niskie
False,True,False,True,True,False,False,True,True,False,niskie
False,True,False,True,True,False,False,True,False,True,niskie
False,True,False,True,True,False,False,True,False,False,niskie
False,True,False,True,True,False,False,False,True,True,niskie
False,True,False,True,True,False,False,False,True,False,niskie
False,True,False,True,True,False,False,False,False,True,niskie
False,True,False,True,True,False,False,False,False,False,niskie
False,True,False,True,False,True,True,True,True,True,niskie
False,True,False,True,False,True,True,True,True,False,niskie
False,True,False,True,False,True,True,True,False,True,niskie
False,True,False,True,False,True,True,True,False,False,niskie
False,True,False,True,False,True,True,False,True,True,niskie
False,True,False,True,False,True,True,False,True,False,niskie
False,True,False,True,False,True,True,False,False,True,niskie
False,True,False,True,False,True,True,False,False,False,niskie
False,True,False,True,False,True,False,True,True,True,niskie
False,True,False,True,False,True,False,True,True,False,niskie
False,True,False,True,False,True,False,True,False,True,niskie
False,True,False,True,False,True,False,True,False,False,niskie
False,True,False,True,False,True,False,False,True,True,niskie
False,True,False,True,False,True,False,False,True,False,niskie
False,True,False,True,False,True,False,False,False,True,niskie
False,True,False,True,False,True,False,False,False,False,niskie
False,True,False,True,False,False,True,True,True,True,niskie
False,True,False,True,False,False,True,True,True,False,niskie
False,True,False,True,False,False,True,True,False,True,niskie
False,True,False,True,False,False,True,True,False,False,niskie
False,True,False,True,False,False,True,False,True,True,niskie
False,True,False,True,False,False,True,False,True,False,niskie
False,True,False,True,False,False,True,False,False,True,niskie
False,True,False,True,False,False,True,False,False,False,niskie
False,True,False,True,False,False,False,True,True,True,niskie
False,True,False,True,False,False,False,True,True,False,niskie
False,True,False,True,False,False,False,True,False,True,niskie
False,True,False,True,False,False,False,True,False,False,niskie
False,True,False,True,False,False,False,False,True,True,niskie
False,True,False,True,False,False,False,False,True,False,niskie
False,True,False,True,False,False,False,False,False,True,niskie
False,True,False,True,False,False,False,False,False,False,niskie
False,True,False,False,True,True,True,True,True,True,niskie
False,True,False,False,True,True,True,True,True,False,niskie
False,True,False,False,True,True,True,True,False,True,niskie
False,True,False,False,True,True,True,True,False,False,niskie
False,True,False,False,True,True,True,False,True,True,niskie
False,True,False,False,True,True,True,False,True,False,niskie
False,True,False,False,True,True,True,False,False,True,niskie
False,True,False,False,True,True,True,False,False,False,niskie
False,True,False,False,True,True,False,True,True,True,niskie
False,True,False,False,True,True,False,True,True,False,niskie
False,True,False,False,True,True,False,True,False,True,niskie
False,True,False,False,True,True,False,True,False,False,niskie
False,True,False,False,True,True,False,False,True,True,niskie
False,True,False,False,True,True,False,False,True,False,niskie
False,True,False,False,True,True,False,False,False,True,niskie
False,True,False,False,True,True,False,False,False,False,niskie
False,True,False,False,True,False,True,True,True,True,niskie
False,True,False,False,True,False,True,True,True,False,niskie
False,True,False,False,True,False,True,True,False,True,niskie
False,True,False,False,True,False,True,True,False,False,niskie
False,True,False,False,True,False,True,False,True,True,niskie
False,True,False,False,True,False,True,False,True,False,niskie
False,True,False,False,True,False,True,False,False,True,niskie
False,True,False,False,True,False,True,False,False,False,niskie
False,True,False,False,True,False,False,True,True,True,niskie
False,True,False,False,True,False,False,True,True,False,niskie
False,True,False,False,True,False,False,True,False,True,niskie
False,True,False,False,True,False,False,True,False,False,niskie
False,True,False,False,True,False,False,False,True,True,niskie
False,True,False,False,True,False,False,False,True,False,niskie
False,True,False,False,True,False,False,False,False,True,niskie
False,True,False,False,True,False,False,False,False,False,niskie
False,True,False,False,False,True,True,True,True,True,niskie
False,True,False,False,False,True,True,True,True,False,niskie
False,True,False,False,False,True,True,True,False,True,niskie
False,True,False,False,False,True,True,True,False,False,niskie
False,True,False,False,False,True,True,False,True,True,niskie
False,True,False,False,False,True,True,False,True,False,niskie
False,True,False,False,False,True,True,False,False,True,niskie
False,True,False,False,False,True,True,False,False,False,niskie
False,True,False,False,False,True,False,True,True,True,niskie
False,True,False,False,False,True,False,True,True,False,niskie
False,True,False,False,False,True,False,True,False,True,niskie
False,True,False,False,False,True,False,True,False,False,niskie
False,True,False,False,False,True,False,False,True,True,niskie
False,True,False,False,False,True,False,False,True,False,niskie
False,True,False,False,False,True,False,False,False,True,niskie
False,True,False,False,False,True,False,False,False,False,niskie
False,True,False,False,False,False,True,True,True,True,niskie
False,True,False,False,False,False,True,True,True,False,niskie
False,True,False,False,False,False,True,True,False,True,niskie
False,True,False,False,False,False,True,True,False,False,niskie
False,True,False,False,False,False,True,False,True,True,niskie
False,True,False,False,False,False,True,False,True,False,niskie
False,True,False,False,False,False,True,False,False,True,niskie
False,True,False,False,False,False,True,False,False,False,niskie
False,True,False,False,False,False,False,True,True,True,niskie
False,True,False,False,False,False,False,True,True,False,niskie
False,True,False,False,False,False,False,True,False,True,niskie
False,True,False,False,False,False,False,True,False,False,niskie
False,True,False,False,False,False,False,False,True,True,niskie
False,True,False,False,False,False,False,False,True,False,niskie
False,True,False,False,False,False,False,False,False,True,niskie
False,True,False,False,False,False,False,False,False,False,niskie
False,False,True,True,True,True,True,True,True,True,umiarkowane
False,False,True,True,True,True,True,True,True,False,umiarkowane
False,False,True,True,True,True,True,True,False,True,umiarkowane
False,False,True,True,True,True,True,True,False,False,umiarkowane
False,False,True,True,True,True,True,False,True,True,umiarkowane
False,False,True,True,True,True,True,False,True,False,umiarkowane
False,False,True,True,True,True,True,False,False,True,umiarkowane
False,False,True,True,True,True,True,False,False,False,umiarkowane
False,False,True,True,True,True,False,True,True,True,umiarkowane
False,False,True,True,True,True,False,True,True,False,umiarkowane
False,False,True,True,True,True,False,True,False,True,umiarkowane
False,False,True,True,True,True,False,True,False,False,umiarkowane
False,False,True,True,True,True,False,False,True,True,umiarkowane
False,False,True,True,True,True,False,False,True,False,umiarkowane
False,False,True,True,True,True,False,False,False,True,umiarkowane
False,False,True,True,True,True,False,False,False,False,umiarkowane
False,False,True,True,True,False,True,True,True,True,umiarkowane
False,False,True,True,True,False,True,True,True,False,umiarkowane
False,False,True,True,True,False,True,True,False,True,umiarkowane
False,False,True,True,True,False,True,True,False,False,umiarkowane
False,False,True,True,True,False,True,False,True,True,niskie
False,False,True,True,True,False,True,False,True,False,niskie
False,False,True,True,True,False,True,False,False,True,niskie
False,False,True,True,True,False,True,False,False,False,niskie
False,False,True,True,True,False,False,True,True,True,umiarkowane
False,False,True,True,True,False,False,True,True,False,umiarkowane
False,False,True,True,True,False,False,True,False,True,umiarkowane
False,False,True,True,True,False,False,True,False,False,umiarkowane
False,False,True,True,True,False,False,False,True,True,niskie
False,False,True,True,True,False,False,False,True,False,niskie
False,False,True,True,True,False,False,False,False,True,niskie
False,False,True,True,True,False,False,False,False,False,niskie
False,False,True,True,False,True,True,True,True,True,umiarkowane
False,False,True,True,False,True,True,True,True,False,umiarkowane
False,False,True,True,False,True,True,True,False,True,umiarkowane
False,False,True,True,False,True,True,True,False,False,umiarkowane
False,False,True,True,False,True,True,False,True,True,umiarkowane
False,False,True,True,False,True,True,False,True,False,umiarkowane
False,False,True,True,False,True,True,False,False,True,umiarkowane
False,False,True,True,False,True,True,False,False,False,umiarkowane
False,False,True,True,False,True,False,True,True,True,umiarkowane
False,False,True,True,False,True,False,True,True,False,umiarkowane
False,False,True,True,False,True,False,True,False,True,umiarkowane
False,False,True,True,False,True,False,True,False,False,umiarkowane
False,False,True,True,False,True,False,False,True,True,umiarkowane
False,False,True,True,False,True,False,False,True,False,umiarkowane
False,False,True,True,False,True,False,False,False,True,umiarkowane
False,False,True,True,False,True,False,False,False,False,umiarkowane
False,False,True,True,False,False,True,True,True,True,umiarkowane
False,False,True,True,False,False,True,True,True,False,umiarkowane
False,False,True,True,False,False,True,True,False,True,umiarkowane
False,False,True,True,False,False,True,True,False,False,umiarkowane
False,False,True,True,False,False,True,False,True,True,niskie
False,False,True,True,False,False,True,False,True,False,niskie
False,False,True,True,False,False,True,False,False,True,niskie
False,False,True,True,False,False,True,False,False,False,niskie
False,False,True,True,False,False,False,True,True,True,umiarkowane
False,False,True,True,False,False,False,True,True,False,umiarkowane
False,False,True,True,False,False,False,True,False,True,umiarkowane
False,False,True,True,False,False,False,True,False,False,umiarkowane
False,False,True,True,False,False,False,False,True,True,niskie
False,False,True,True,False,False,False,False,True,False,niskie
False,False,True,True,False,False,False,False,False,True,niskie
False,False,True,True,False,False,False,False,False,False,niskie
False,False,True,False,True,True,True,True,True,True,umiarkowane
False,False,True,False,True,True,True,True,True,False,umiarkowane
False,False,True,False,True,True,True,True,False,True,umiarkowane
False,False,True,False,True,True,True,True,False,False,umiarkowane
False,False,True,False,True,True,True,False,True,True,umiarkowane
False,False,True,False,True,True,True,False,True,False,umiarkowane
False,False,True,False,True,True,True,False,False,True,umiarkowane
False,False,True,False,True,True,True,False,False,False,umiarkowane
False,False,True,False,True,True,False,True,True,True,umiarkowane
False,False,True,False,True,True,False,True,True,False,umiarkowane
False,False,True,False,True,True,False,True,False,True,umiarkowane
False,False,True,False,True,True,False,True,False,False,umiarkowane
False,False,True,False,True,True,False,False,True,True,umiarkowane
False,False,True,False,True,True,False,False,True,False,umiarkowane
False,False,True,False,True,True,False,False,False,True,umiarkowane
False,False,True,False,True,True,False,False,False,False,umiarkowane
False,False,True,False,True,False,True,True,True,True,umiarkowane
False,False,True,False,True,False,True,True,True,False,umiarkowane
False,False,True,False,True,False,True,True,False,True,umiarkowane
False,False,True,False,True,False,True,True,False,False,umiarkowane
False,False,True,False,True,False,True,False,True,True,niskie
False,False,True,False,True,False,True,False,True,False,niskie
False,False,True,False,True,False,True,False,False,True,niskie
False,False,True,False,True,False,True,False,False,False,niskie
False,False,True,False,True,False,False,True,True,True,umiarkowane
False,False,True,False,True,False,False,True,True,False,umiarkowane
False,False,True,False,True,False,False,True,False,True,umiarkowane
False,False,True,False,True,False,False,True,False,False,umiarkowane
False,False,True,False,True,False,False,False,True,True,niskie
False,False,True,False,True,False,False,False,True,False,niskie
False,False,True,False,True,False,False,False,False,True,niskie
False,False,True,False,True,False,False,False,False,False,niskie
False,False,True,False,False,True,True,True,True,True,umiarkowane
False,False,True,False,False,True,True,True,True,False,umiarkowane
False,False,True,False,False,True,True,True,False,True,umiarkowane
False,False,True,False,False,True,True,True,False,False,umiarkowane
False,False,True,False,False,True,True,False,True,True,umiarkowane
False,False,True,False,False,True,True,False,True,False,umiarkowane
False,False,True,False,False,True,True,False,False,True,umiarkowane
False,False,True,False,False,True,True,False,False,False,umiarkowane
False,False,True,False,False,True,False,True,True,True,umiarkowane
False,False,True,False,False,True,False,True,True,False,umiarkowane
False,False,True,False,False,True,False,True,False,True,umiarkowane
False,False,True,False,False,True,False,True,False,False,umiarkowane
False,False,True,False,False,True,False,False,True,True,umiarkowane
False,False,True,False,False,True,False,False,True,False,umiarkowane
False,False,True,False,False,True,False,False,False,True,umiarkowane
False,False,True,False,False,True,False,False,False,False,umiarkowane
False,False,True,False,False,False,True,True,True,True,umiarkowane
False,False,True,False,False,False,True,True,True,False,umiarkowane
False,False,True,False,False,False,True,True,False,True,umiarkowane
False,False,True,False,False,False,True,True,False,False,umiarkowane
False,False,True,False,False,False,True,False,True,True,niskie
False,False,True,False,False,False,True,False,True,False,niskie
False,False,True,False,False,False,True,False,False,True,niskie
False,False,True,False,False,False,True,False,False,False,niskie
False,False,True,False,False,False,False,True,True,True,umiarkowane
False,False,True,False,False,False,False,True,True,False,umiarkowane
False,False,True,False,False,False,False,True,False,True,umiarkowane
False,False,True,False,False,False,False,True,False,False,umiarkowane
False,False,True,False,False,False,False,False,True,True,niskie
False,False,True,False,False,False,False,False,True,False,niskie
False,False,True,False,False,False,False,False,False,True,niskie
False,False,True,False,False,False,False,False,False,False,niskie
False,False,False,True,True,True,True,True,True,True,niskie
False,False,False,True,True,True,True,True,True,False,niskie
False,False,False,True,True,True,True,True,False,True,niskie
False,False,False,True,True,True,True,True,False,False,niskie
False,False,False,True,True,True,True,False,True,True,niskie
False,False,False,True,True,True,True,False,True,False,niskie
False,False,False,True,True,True,True,False,False,True,niskie
False,False,False,True,True,True,True,False,False,False,niskie
False,False,False,True,True,True,False,True,True,True,niskie
False,False,False,True,True,True,False,True,True,False,niskie
False,False,False,True,True,True,False,True,False,True,niskie
False,False,False,True,True,True,False,True,False,False,niskie
False,False,False,True,True,True,False,False,True,True,niskie
False,False,False,True,True,True,False,False,True,False,niskie
False,False,False,True,True,True,False,False,False,True,niskie
False,False,False,True,True,True,False,False,False,False,niskie
False,False,False,True,True,False,True,True,True,True,niskie
False,False,False,True,True,False,True,True,True,False,niskie
False,False,False,True,True,False,True,True,False,True,niskie
False,False,False,True,True,False,True,True,False,False,niskie
False,False,False,True,True,False,True,False,True,True,niskie
False,False,False,True,True,False,True,False,True,False,niskie
False,False,False,True,True,False,True,False,False,True,niskie
False,False,False,True,True,False,True,False,False,False,niskie
False,False,False,True,True,False,False,True,True,True,niskie
False,False,False,True,True,False,False,True,True,False,niskie
False,False,False,True,True,False,False,True,False,True,niskie
False,False,False,True,True,False,False,True,False,False,niskie
False,False,False,True,True,False,False,False,True,True,niskie
False,False,False,True,True,False,False,False,True,False,niskie
False,False,False,True,True,False,False,False,False,True,niskie
False,False,False,True,True,False,False,False,False,False,niskie
False,False,False,True,False,True,True,True,True,True,niskie
False,False,False,True,False,True,True,True,True,False,niskie
False,False,False,True,False,True,True,True,False,True,niskie
False,False,False,True,False,True,True,True,False,False,niskie
False,False,False,True,False,True,True,False,True,True,niskie
False,False,False,True,False,True,True,False,True,False,niskie
False,False,False,True,False,True,True,False,False,True,niskie
False,False,False,True,False,True,True,False,False,False,niskie
False,False,False,True,False,True,False,True,True,True,niskie
False,False,False,True,False,True,False,True,True,False,niskie
False,False,False,True,False,True,False,True,False,True,niskie
False,False,False,True,False,True,False,True,False,False,niskie
False,False,False,True,False,True,False,False,True,True,niskie
False,False,False,True,False,True,False,False,True,False,niskie
False,False,False,True,False,True,False,False,False,True,niskie
False,False,False,True,False,True,False,False,False,False,niskie
False,False,False,True,False,False,True,True,True,True,niskie
False,False,False,True,False,False,True,True,True,False,niskie
False,False,False,True,False,False,True,True,False,True,niskie
False,False,False,True,False,False,True,True,False,False,niskie
False,False,False,True,False,False,True,False,True,True,niskie
False,False,False,True,False,False,True,False,True,False,niskie
False,False,False,True,False,False,True,False,False,True,niskie
False,False,False,True,False,False,True,False,False,False,niskie
False,False,False,True,False,False,False,True,True,True,niskie
False,False,False,True,False,False,False,True,True,False,niskie
False,False,False,True,False,False,False,True,False,True,niskie
False,False,False,True,False,False,False,True,False,False,niskie
False,False,False,True,False,False,False,False,True,True,niskie
False,False,False,True,False,False,False,False,True,False,niskie
False,False,False,True,False,False,False,False,False,True,niskie
False,False,False,True,False,False,False,False,False,False,niskie
False,False,False,False,True,True,True,True,True,True,niskie
False,False,False,False,True,True,True,True,True,False,niskie
False,False,False,False,True,True,True,True,False,True,niskie
False,False,False,False,True,True,True,True,False,False,niskie
False,False,False,False,True,True,True,False,True,True,niskie
False,False,False,False,True,True,True,False,True,False,niskie
False,False,False,False,True,True,True,False,False,True,niskie
False,False,False,False,True,True,True,False,False,False,niskie
False,False,False,False,True,True,False,True,True,True,niskie
False,False,False,False,True,True,False,True,True,False,niskie
False,False,False,False,True,True,False,True,False,True,niskie
False,False,False,False,True,True,False,True,False,False,niskie
False,False,False,False,True,True,False,False,True,True,niskie
False,False,False,False,True,True,False,False,True,False,niskie
False,False,False,False,True,True,False,False,False,True,niskie
False,False,False,False,True,True,False,False,False,False,niskie
False,False,False,False,True,False,True,True,True,True,niskie
False,False,False,False,True,False,True,True,True,False,niskie
False,False,False,False,True,False,True,True,False,True,niskie
False,False,False,False,True,False,True,True,False,False,niskie
False,False,False,False,True,False,True,False,True,True,niskie
False,False,False,False,True,False,True,False,True,False,niskie
False,False,False,False,True,False,True,False,False,True,niskie
False,False,False,False,True,False,True,False,False,False,niskie
False,False,False,False,True,False,False,True,True,True,niskie
False,False,False,False,True,False,False,True,True,False,niskie
False,False,False,False,True,False,False,True,False,True,niskie
False,False,False,False,True,False,False,True,False,False,niskie
False,False,False,False,True,False,False,False,True,True,niskie
False,False,False,False,True,False,False,False,True,False,niskie
False,False,False,False,True,False,False,False,False,True,niskie
False,False,False,False,True,False,False,False,False,False,niskie
False,False,False,False,False,True,True,True,True,True,niskie
False,False,False,False,False,True,True,True,True,False,niskie
False,False,False,False,False,True,True,True,False,True,niskie
False,False,False,False,False,True,True,True,False,False,niskie
False,False,False,False,False,True,True,False,True,True,niskie
False,False,False,False,False,True,True,False,True,False,niskie
False,False,False,False,False,True,True,False,False,True,niskie
False,False,False,False,False,True,True,False,False,False,niskie
False,False,False,False,False,True,False,True,True,True,niskie
False,False,False,False,False,True,False,True,True,False,niskie
False,False,False,False,False,True,False,True,False,True,niskie
False,False,False,False,False,True,False,True,False,False,niskie
False,False,False,False,False,True,False,False,True,True,niskie
False,False,False,False,False,True,False,False,True,False,niskie
False,False,False,False,False,True,False,False,False,True,niskie
False,False,False,False,False,True,False,False,False,False,niskie
False,False,False,False,False,False,True,True,True,True,niskie
False,False,False,False,False,False,True,True,True,False,niskie
False,False,False,False,False,False,True,True,False,True,niskie
False,False,False,False,False,False,True,True,False,False,niskie
False,False,False,False,False,False,True,False,True,True,niskie
False,False,False,False,False,False,True,False,True,False,niskie
False,False,False,False,False,False,True,False,False,True,niskie
False,False,False,False,False,False,True,False,False,False,niskie
False,False,False,False,False,False,False,True,True,True,niskie
False,False,False,False,False,False,False,True,True,False,niskie
False,False,False,False,False,False,False,True,False,True,niskie
False,False,False,False,False,False,False,True,False,False,niskie
False,False,False,False,False,False,False,False,True,True,niskie
False,False,False,False,False,False,False,False,True,False,niskie
False,False,False,False,False,False,False,False,False,True,niskie
False,False,False,False,False,False,False,False,False,False,niskie
