form_terenu,eksp_sloneczna,nachylenie,pietro,wysokosc,pora_roku,deszcz48h,snieg48h,wiatr48h,wzr_temp
True,False,False,False,False,True,True,False,True,False,niskie/umiarkowane
True,False,False,False,False,True,True,False,False,True,niskie/umiarkowane
True,False,False,False,False,True,True,False,False,False,niskie/umiarkowane
True,False,False,False,False,True,False,True,True,True,niskie/umiarkowane
True,False,False,False,False,True,False,True,True,False,niskie/umiarkowane
True,False,False,False,False,True,False,True,False,True,niskie/umiarkowane
True,False,False,False,False,True,False,True,False,False,niskie/umiarkowane
True,False,False,False,False,True,False,False,True,True,niskie/umiarkowane
True,False,False,False,False,True,False,False,True,False,niskie/umiarkowane
True,False,False,False,False,True,False,False,False,True,niskie/umiarkowane
True,False,False,False,False,True,False,False,False,False,brak
True,False,False,False,False,False,True,True,True,True,niskie/umiarkowane
True,False,False,False,False,False,True,True,True,False,niskie/umiarkowane
True,False,False,False,False,False,True,True,False,True,niskie/umiarkowane
True,False,False,False,False,False,True,True,False,False,niskie/umiarkowane
True,False,False,False,False,False,True,False,True,True,brak
True,False,False,False,False,False,True,False,True,False,brak
True,False,False,False,False,False,True,False,False,True,brak
True,False,False,False,False,False,True,False,False,False,brak
True,False,False,False,False,False,False,True,True,True,niskie/umiarkowane
True,False,False,False,False,False,False,True,True,False,niskie/umiarkowane
True,False,False,False,False,False,False,True,False,True,niskie/umiarkowane
True,False,False,False,False,False,False,True,False,False,niskie/umiarkowane
True,False,False,False,False,False,False,False,True,True,brak
True,False,False,False,False,False,False,False,True,False,brak
True,False,False,False,False,False,False,False,False,True,brak
True,False,False,False,False,False,False,False,False,False,brak
False,True,True,True,True,True,True,True,True,True,niskie/umiarkowane
False,True,True,True,True,True,True,True,True,False,niskie/umiarkowane
False,True,True,True,True,True,True,True,False,True,niskie/umiarkowane
False,True,True,True,True,True,True,True,False,False,niskie/umiarkowane
False,True,True,True,True,True,True,False,True,True,niskie/umiarkowane
False,True,True,True,True,True,True,False,True,False,niskie/umiarkowane
False,True,True,True,True,True,True,False,False,True,niskie/umiarkowane
False,True,True,True,True,True,True,False,False,False,niskie/umiarkowane
False,True,True,True,True,True,False,True,True,True,niskie/umiarkowane
False,True,True,True,True,True,False,True,True,False,niskie/umiarkowane
False,True,True,True,True,True,False,True,False,True,niskie/umiarkowane
False,True,True,True,True,True,False,True,False,False,niskie/umiarkowane
False,True,True,True,True,True,False,False,True,True,niskie/umiarkowane
False,True,True,True,True,True,False,False,True,False,niskie/umiarkowane
False,True,True,True,True,True,False,False,False,True,niskie/umiarkowane
False,True,True,True,True,True,False,False,False,False,brak
False,True,True,True,True,False,True,True,True,True,niskie/umiarkowane
False,True,True,True,True,False,True,True,True,False,niskie/umiarkowane
False,True,True,True,True,False,True,True,False,True,niskie/umiarkowane
False,True,True,True,True,False,True,True,False,False,niskie/umiarkowane
False,True,True,True,True,False,True,False,True,True,brak
False,True,True,True,True,False,True,False,True,False,brak
False,True,True,True,True,False,True,False,False,True,brak
False,True,True,True,True,False,True,False,False,False,brak
False,True,True,True,True,False,False,True,True,True,niskie/umiarkowane
False,True,True,True,True,False,False,True,True,False,niskie/umiarkowane
False,True,True,True,True,False,False,True,False,True,niskie/umiarkowane
False,True,True,True,True,False,False,True,False,False,niskie/umiarkowane
False,True,True,True,True,False,False,False,True,True,brak
False,True,True,True,True,False,False,False,True,False,brak
False,True,True,True,True,False,False,False,False,True,brak
False,True,True,True,True,False,False,False,False,False,brak
False,True,True,True,False,True,True,True,True,True,brak
False,True,True,True,False,True,True,True,True,False,brak
False,True,True,True,False,True,True,True,False,True,brak
False,True,True,True,False,True,True,True,False,False,brak
False,True,True,True,False,True,True,False,True,True,brak
False,True,True,True,False,True,True,False,True,False,brak
False,True,True,True,False,True,True,False,False,True,brak
False,True,True,True,False,True,True,False,False,False,brak
False,True,True,True,False,True,False,True,True,True,brak
False,True,True,True,False,True,False,True,True,False,brak
False,True,True,True,False,True,False,True,False,True,brak
False,True,True,True,False,True,False,True,False,False,brak
False,True,True,True,False,True,False,False,True,True,brak
False,True,True,True,False,True,False,False,True,False,brak
False,True,True,True,False,True,False,False,False,True,brak
False,True,True,True,False,True,False,False,False,False,brak
False,True,True,True,False,False,True,True,True,True,brak
False,True,True,True,False,False,True,True,True,False,brak
False,True,True,True,False,False,True,True,False,True,brak
False,True,True,True,False,False,True,True,False,False,brak
False,True,True,True,False,False,True,False,True,True,brak
False,True,True,True,False,False,True,False,True,False,brak
False,True,True,True,False,False,True,False,False,True,brak
False,True,True,True,False,False,True,False,False,False,brak
False,True,True,True,False,False,False,True,True,True,brak
False,True,True,True,False,False,False,True,True,False,brak
False,True,True,True,False,False,False,True,False,True,brak
False,True,True,True,False,False,False,True,False,False,brak
False,True,True,True,False,False,False,False,True,True,brak
False,True,True,True,False,False,False,False,True,False,brak
False,True,True,True,False,False,False,False,False,True,brak
False,True,True,True,False,False,False,False,False,False,brak
False,True,True,False,True,True,True,True,True,True,niskie/umiarkowane
False,True,True,False,True,True,True,True,True,False,niskie/umiarkowane
False,True,True,False,True,True,True,True,False,True,niskie/umiarkowane
False,True,True,False,True,True,True,True,False,False,niskie/umiarkowane
False,True,True,False,True,True,True,False,True,True,niskie/umiarkowane
False,True,True,False,True,True,True,False,True,False,niskie/umiarkowane
False,True,True,False,True,True,True,False,False,True,niskie/umiarkowane
False,True,True,False,True,True,True,False,False,False,niskie/umiarkowane
False,True,True,False,True,True,False,True,True,True,niskie/umiarkowane
False,True,True,False,True,True,False,True,True,False,niskie/umiarkowane
False,True,True,False,True,True,False,True,False,True,niskie/umiarkowane
False,True,True,False,True,True,False,True,False,False,niskie/umiarkowane
False,True,True,False,True,True,False,False,True,True,niskie/umiarkowane
False,True,True,False,True,True,False,False,True,False,niskie/umiarkowane
False,True,True,False,True,True,False,False,False,True,niskie/umiarkowane
False,True,True,False,True,True,False,False,False,False,brak
False,True,True,False,True,False,True,True,True,True,niskie/umiarkowane
False,True,True,False,True,False,True,True,True,False,niskie/umiarkowane
False,True,True,False,True,False,True,True,False,True,niskie/umiarkowane
False,True,True,False,True,False,True,True,False,False,niskie/umiarkowane
False,True,True,False,True,False,True,False,True,True,brak
False,True,True,False,True,False,True,False,True,False,brak
False,True,True,False,True,False,True,False,False,True,brak
False,True,True,False,True,False,True,False,False,False,brak
False,True,True,False,True,False,False,True,True,True,niskie/umiarkowane
False,True,True,False,True,False,False,True,True,False,niskie/umiarkowane
False,True,True,False,True,False,False,True,False,True,niskie/umiarkowane
False,True,True,False,True,False,False,True,False,False,niskie/umiarkowane
False,True,True,False,True,False,False,False,True,True,brak
False,True,True,False,True,False,False,False,True,False,brak
False,True,True,False,True,False,False,False,False,True,brak
False,True,True,False,True,False,False,False,False,False,brak
False,True,True,False,False,True,True,True,True,True,brak
False,True,True,False,False,True,True,True,True,False,brak
False,True,True,False,False,True,True,True,False,True,brak
False,True,True,False,False,True,True,True,False,False,brak
False,True,True,False,False,True,True,False,True,True,brak
False,True,True,False,False,True,True,False,True,False,brak
False,True,True,False,False,True,True,False,False,True,brak
False,True,True,False,False,True,True,False,False,False,brak
False,True,True,False,False,True,False,True,True,True,brak
False,True,True,False,False,True,False,True,True,False,brak
False,True,True,False,False,True,False,True,False,True,brak
False,True,True,False,False,True,False,True,False,False,brak
False,True,True,False,False,True,False,False,True,True,brak
False,True,True,False,False,True,False,False,True,False,brak
False,True,True,False,False,True,False,False,False,True,brak
False,True,True,False,False,True,False,False,False,False,brak
False,True,True,False,False,False,True,True,True,True,brak
False,True,True,False,False,False,True,True,True,False,brak
False,True,True,False,False,False,True,True,False,True,brak
False,True,True,False,False,False,True,True,False,False,brak
False,True,True,False,False,False,True,False,True,True,brak
False,True,True,False,False,False,True,False,True,False,brak
False,True,True,False,False,False,True,False,False,True,brak
False,True,True,False,False,False,True,False,False,False,brak
False,True,True,False,False,False,False,True,True,True,brak
False,True,True,False,False,False,False,True,True,False,brak
False,True,True,False,False,False,False,True,False,True,brak
False,True,True,False,False,False,False,True,False,False,brak
False,True,True,False,False,False,False,False,True,True,brak
False,True,True,False,False,False,False,False,True,False,brak
False,True,True,False,False,False,False,False,False,True,brak
False,True,True,False,False,False,False,False,False,False,brak
False,True,False,True,True,True,True,True,True,True,niskie/umiarkowane
False,True,False,True,True,True,True,True,True,False,niskie/umiarkowane
False,True,False,True,True,True,True,True,False,True,niskie/umiarkowane
False,True,False,True,True,True,True,True,False,False,niskie/umiarkowane
False,True,False,True,True,True,True,False,True,True,niskie/umiarkowane
False,True,False,True,True,True,True,False,True,False,niskie/umiarkowane
False,True,False,True,True,True,True,False,False,True,niskie/umiarkowane
False,True,False,True,True,True,True,False,False,False,niskie/umiarkowane
False,True,False,True,True,True,False,True,True,True,niskie/umiarkowane
False,True,False,True,True,True,False,True,True,False,niskie/umiarkowane
False,True,False,True,True,True,False,True,False,True,niskie/umiarkowane
False,True,False,True,True,True,False,True,False,False,niskie/umiarkowane
False,True,False,True,True,True,False,False,True,True,niskie/umiarkowane
False,True,False,True,True,True,False,False,True,False,niskie/umiarkowane
False,True,False,True,True,True,False,False,False,True,niskie/umiarkowane
False,True,False,True,True,True,False,False,False,False,brak
False,True,False,True,True,False,True,True,True,True,niskie/umiarkowane
False,True,False,True,True,False,True,True,True,False,niskie/umiarkowane
False,True,False,True,True,False,True,True,False,True,niskie/umiarkowane
False,True,False,True,True,False,True,True,False,False,niskie/umiarkowane
False,True,False,True,True,False,True,False,True,True,brak
False,True,False,True,True,False,True,False,True,False,brak
False,True,False,True,True,False,True,False,False,True,brak
False,True,False,True,True,False,True,False,False,False,brak
False,True,False,True,True,False,False,True,True,True,niskie/umiarkowane
False,True,False,True,True,False,False,True,True,False,niskie/umiarkowane
False,True,False,True,True,False,False,True,False,True,niskie/umiarkowane
False,True,False,True,True,False,False,True,False,False,niskie/umiarkowane
False,True,False,True,True,False,False,False,True,True,brak
False,True,False,True,True,False,False,False,True,False,brak
False,True,False,True,True,False,False,False,False,True,brak
False,True,False,True,True,False,False,False,False,False,brak
False,True,False,True,False,True,True,True,True,True,brak
False,True,False,True,False,True,True,True,True,False,brak
False,True,False,True,False,True,True,True,False,True,brak
False,True,False,True,False,True,True,True,False,False,brak
False,True,False,True,False,True,True,False,True,True,brak
False,True,False,True,False,True,True,False,True,False,brak
False,True,False,True,False,True,True,False,False,True,brak
False,True,False,True,False,True,True,False,False,False,brak
False,True,False,True,False,True,False,True,True,True,brak
False,True,False,True,False,True,False,True,True,False,brak
False,True,False,True,False,True,False,True,False,True,brak
False,True,False,True,False,True,False,True,False,False,brak
False,True,False,True,False,True,False,False,True,True,brak
False,True,False,True,False,True,False,False,True,False,brak
False,True,False,True,False,True,False,False,False,True,brak
False,True,False,True,False,True,False,False,False,False,brak
False,True,False,True,False,False,True,True,True,True,brak
False,True,False,True,False,False,True,True,True,False,brak
False,True,False,True,False,False,True,True,False,True,brak
False,True,False,True,False,False,True,True,False,False,brak
False,True,False,True,False,False,True,False,True,True,brak
False,True,False,True,False,False,True,False,True,False,brak
False,True,False,True,False,False,True,False,False,True,brak
False,True,False,True,False,False,True,False,False,False,brak
False,True,False,True,False,False,False,True,True,True,brak
False,True,False,True,False,False,False,True,True,False,brak
False,True,False,True,False,False,False,True,False,True,brak
False,True,False,True,False,False,False,True,False,False,brak
False,True,False,True,False,False,False,False,True,True,brak
False,True,False,True,False,False,False,False,True,False,brak
False,True,False,True,False,False,False,False,False,True,brak
False,True,False,True,False,False,False,False,False,False,brak
False,True,False,False,True,True,True,True,True,True,niskie/umiarkowane
False,True,False,False,True,True,True,True,True,False,niskie/umiarkowane
False,True,False,False,True,True,True,True,False,True,niskie/umiarkowane
False,True,False,False,True,True,True,True,False,False,niskie/umiarkowane
False,True,False,False,True,True,True,False,True,True,niskie/umiarkowane
False,True,False,False,True,True,True,False,True,False,niskie/umiarkowane
False,True,False,False,True,True,True,False,False,True,niskie/umiarkowane
False,True,False,False,True,True,True,False,False,False,niskie/umiarkowane
False,True,False,False,True,True,False,True,True,True,niskie/umiarkowane
False,True,False,False,True,True,False,True,True,False,niskie/umiarkowane
False,True,False,False,True,True,False,True,False,True,niskie/umiarkowane
False,True,False,False,True,True,False,True,False,False,niskie/umiarkowane
False,True,False,False,True,True,False,False,True,True,niskie/umiarkowane
False,True,False,False,True,True,False,False,True,False,niskie/umiarkowane
False,True,False,False,True,True,False,False,False,True,niskie/umiarkowane
False,True,False,False,True,True,False,False,False,False,brak
False,True,False,False,True,False,True,True,True,True,niskie/umiarkowane
False,True,False,False,True,False,True,True,True,False,niskie/umiarkowane
False,True,False,False,True,False,True,True,False,True,niskie/umiarkowane
False,True,False,False,True,False,True,True,False,False,niskie/umiarkowane
False,True,False,False,True,False,True,False,True,True,brak
False,True,False,False,True,False,True,False,True,False,brak
False,True,False,False,True,False,True,False,False,True,brak
False,True,False,False,True,False,True,False,False,False,brak
False,True,False,False,True,False,False,True,True,True,niskie/umiarkowane
False,True,False,False,True,False,False,True,True,False,niskie/umiarkowane
False,True,False,False,True,False,False,True,False,True,niskie/umiarkowane
False,True,False,False,True,False,False,True,False,False,niskie/umiarkowane
False,True,False,False,True,False,False,False,True,True,brak
False,True,False,False,True,False,False,False,True,False,brak
False,True,False,False,True,False,False,False,False,True,brak
False,True,False,False,True,False,False,False,False,False,brak
False,True,False,False,False,True,True,True,True,True,brak
False,True,False,False,False,True,True,True,True,False,brak
False,True,False,False,False,True,True,True,False,True,brak
False,True,False,False,False,True,True,True,False,False,brak
False,True,False,False,False,True,True,False,True,True,brak
False,True,False,False,False,True,True,False,True,False,brak
False,True,False,False,False,True,True,False,False,True,brak
False,True,False,False,False,True,True,False,False,False,brak
False,True,False,False,False,True,False,True,True,True,brak
False,True,False,False,False,True,False,True,True,False,brak
False,True,False,False,False,True,False,True,False,True,brak
False,True,False,False,False,True,False,True,False,False,brak
False,True,False,False,False,True,False,False,True,True,brak
False,True,False,False,False,True,False,False,True,False,brak
False,True,False,False,False,True,False,False,False,True,brak
False,True,False,False,False,True,False,False,False,False,brak
False,True,False,False,False,False,True,True,True,True,brak
False,True,False,False,False,False,True,True,True,False,brak
False,True,False,False,False,False,True,True,False,True,brak
False,True,False,False,False,False,True,True,False,False,brak
False,True,False,False,False,False,True,False,True,True,brak
False,True,False,False,False,False,True,False,True,False,brak
False,True,False,False,False,False,True,False,False,True,brak
False,True,False,False,False,False,True,False,False,False,brak
False,True,False,False,False,False,False,True,True,True,brak
False,True,False,False,False,False,False,True,True,False,brak
False,True,False,False,False,False,False,True,False,True,brak
False,True,False,False,False,False,False,True,False,False,brak
False,True,False,False,False,False,False,False,True,True,brak
False,True,False,False,False,False,False,False,True,False,brak
False,True,False,False,False,False,False,False,False,True,brak
False,True,False,False,False,False,False,False,False,False,brak
False,False,True,True,True,True,True,True,True,True,niskie/umiarkowane
False,False,True,True,True,True,True,True,True,False,niskie/umiarkowane
False,False,True,True,True,True,True,True,False,True,niskie/umiarkowane
False,False,True,True,True,True,True,True,False,False,niskie/umiarkowane
False,False,True,True,True,True,True,False,True,True,niskie/umiarkowane
False,False,True,True,True,True,True,False,True,False,niskie/umiarkowane
False,False,True,True,True,True,True,False,False,True,niskie/umiarkowane
False,False,True,True,True,True,True,False,False,False,niskie/umiarkowane
False,False,True,True,True,True,False,True,True,True,niskie/umiarkowane
False,False,True,True,True,True,False,True,True,False,niskie/umiarkowane
False,False,True,True,True,True,False,True,False,True,niskie/umiarkowane
False,False,True,True,True,True,False,True,False,False,niskie/umiarkowane
False,False,True,True,True,True,False,False,True,True,niskie/umiarkowane
False,False,True,True,True,True,False,False,True,False,niskie/umiarkowane
False,False,True,True,True,True,False,False,False,True,niskie/umiarkowane
False,False,True,True,True,True,False,False,False,False,brak
False,False,True,True,True,False,True,True,True,True,niskie/umiarkowane
False,False,True,True,True,False,True,True,True,False,niskie/umiarkowane
False,False,True,True,True,False,True,True,False,True,niskie/umiarkowane
False,False,True,True,True,False,True,True,False,False,niskie/umiarkowane
False,False,True,True,True,False,True,False,True,True,brak
False,False,True,True,True,False,True,False,True,False,brak
False,False,True,True,True,False,True,False,False,True,brak
False,False,True,True,True,False,True,False,False,False,brak
False,False,True,True,True,False,False,True,True,True,niskie/umiarkowane
False,False,True,True,True,False,False,True,True,False,niskie/umiarkowane
False,False,True,True,True,False,False,True,False,True,niskie/umiarkowane
False,False,True,True,True,False,False,True,False,False,niskie/umiarkowane
False,False,True,True,True,False,False,False,True,True,brak
False,False,True,True,True,False,False,False,True,False,brak
False,False,True,True,True,False,False,False,False,True,brak
False,False,True,True,True,False,False,False,False,False,brak
False,False,True,True,False,True,True,True,True,True,brak
False,False,True,True,False,True,True,True,True,False,brak
False,False,True,True,False,True,True,True,False,True,brak
False,False,True,True,False,True,True,True,False,False,brak
False,False,True,True,False,True,True,False,True,True,brak
False,False,True,True,False,True,True,False,True,False,brak
False,False,True,True,False,True,True,False,False,True,brak
False,False,True,True,False,True,True,False,False,False,brak
False,False,True,True,False,True,False,True,True,True,brak
False,False,True,True,False,True,False,True,True,False,brak
False,False,True,True,False,True,False,True,False,True,brak
False,False,True,True,False,True,False,True,False,False,brak
False,False,True,True,False,True,False,False,True,True,brak
False,False,True,True,False,True,False,False,True,False,brak
False,False,True,True,False,True,False,False,False,True,brak
False,False,True,True,False,True,False,False,False,False,brak
False,False,True,True,False,False,True,True,True,True,brak
False,False,True,True,False,False,True,True,True,False,brak
False,False,True,True,False,False,True,True,False,True,brak
False,False,True,True,False,False,True,True,False,False,brak
False,False,True,True,False,False,True,False,True,True,brak
False,False,True,True,False,False,True,False,True,False,brak
False,False,True,True,False,False,True,False,False,True,brak
False,False,True,True,False,False,True,False,False,False,brak
False,False,True,True,False,False,False,True,True,True,brak
False,False,True,True,False,False,False,True,True,False,brak
False,False,True,True,False,False,False,True,False,True,brak
False,False,True,True,False,False,False,True,False,False,brak
False,False,True,True,False,False,False,False,True,True,brak
False,False,True,True,False,False,False,False,True,False,brak
False,False,True,True,False,False,False,False,False,True,brak
False,False,True,True,False,False,False,False,False,False,brak
False,False,True,False,True,True,True,True,True,True,niskie/umiarkowane
False,False,True,False,True,True,True,True,True,False,niskie/umiarkowane
False,False,True,False,True,True,True,True,False,True,niskie/umiarkowane
False,False,True,False,True,True,True,True,False,False,niskie/umiarkowane
False,False,True,False,True,True,True,False,True,True,niskie/umiarkowane
False,False,True,False,True,True,True,False,True,False,niskie/umiarkowane
False,False,True,False,True,True,True,False,False,True,niskie/umiarkowane
False,False,True,False,True,True,True,False,False,False,niskie/umiarkowane
False,False,True,False,True,True,False,True,True,True,niskie/umiarkowane
False,False,True,False,True,True,False,True,True,False,niskie/umiarkowane
False,False,True,False,True,True,False,True,False,True,niskie/umiarkowane
False,False,True,False,True,True,False,True,False,False,niskie/umiarkowane
False,False,True,False,True,True,False,False,True,True,niskie/umiarkowane
False,False,True,False,True,True,False,False,True,False,niskie/umiarkowane
False,False,True,False,True,True,False,False,False,True,niskie/umiarkowane
False,False,True,False,True,True,False,False,False,False,brak
False,False,True,False,True,False,True,True,True,True,niskie/umiarkowane
False,False,True,False,True,False,True,True,True,False,niskie/umiarkowane
False,False,True,False,True,False,True,True,False,True,niskie/umiarkowane
False,False,True,False,True,False,True,True,False,False,niskie/umiarkowane
False,False,True,False,True,False,True,False,True,True,brak
False,False,True,False,True,False,True,False,True,False,brak
False,False,True,False,True,False,True,False,False,True,brak
False,False,True,False,True,False,True,False,False,False,brak
False,False,True,False,True,False,False,True,True,True,niskie/umiarkowane
False,False,True,False,True,False,False,True,True,False,niskie/umiarkowane
False,False,True,False,True,False,False,True,False,True,niskie/umiarkowane
False,False,True,False,True,False,False,True,False,False,niskie/umiarkowane
False,False,True,False,True,False,False,False,True,True,brak
False,False,True,False,True,False,False,False,True,False,brak
False,False,True,False,True,False,False,False,False,True,brak
False,False,True,False,True,False,False,False,False,False,brak
False,False,True,False,False,True,True,True,True,True,brak
False,False,True,False,False,True,True,True,True,False,brak
False,False,True,False,False,True,True,True,False,True,brak
False,False,True,False,False,True,True,True,False,False,brak
False,False,True,False,False,True,True,False,True,True,brak
False,False,True,False,False,True,True,False,True,False,brak
False,False,True,False,False,True,True,False,False,True,brak
False,False,True,False,False,True,True,False,False,False,brak
False,False,True,False,False,True,False,True,True,True,brak
False,False,True,False,False,True,False,True,True,False,brak
False,False,True,False,False,True,False,True,False,True,brak
False,False,True,False,False,True,False,True,False,False,brak
False,False,True,False,False,True,False,False,True,True,brak
False,False,True,False,False,True,False,False,True,False,brak
False,False,True,False,False,True,False,False,False,True,brak
False,False,True,False,False,True,False,False,False,False,brak
False,False,True,False,False,False,True,True,True,True,brak
False,False,True,False,False,False,True,True,True,False,brak
False,False,True,False,False,False,True,True,False,True,brak
False,False,True,False,False,False,True,True,False,False,brak
False,False,True,False,False,False,True,False,True,True,brak
False,False,True,False,False,False,True,False,True,False,brak
False,False,True,False,False,False,True,False,False,True,brak
False,False,True,False,False,False,True,False,False,False,brak
False,False,True,False,False,False,False,True,True,True,brak
False,False,True,False,False,False,False,True,True,False,brak
False,False,True,False,False,False,False,True,False,True,brak
False,False,True,False,False,False,False,True,False,False,brak
False,False,True,False,False,False,False,False,True,True,brak
False,False,True,False,False,False,False,False,True,False,brak
False,False,True,False,False,False,False,False,False,True,brak
False,False,True,False,False,False,False,False,False,False,brak
False,False,False,True,True,True,True,True,True,True,niskie/umiarkowane
False,False,False,True,True,True,True,True,True,False,niskie/umiarkowane
False,False,False,True,True,True,True,True,False,True,niskie/umiarkowane
False,False,False,True,True,True,True,True,False,False,niskie/umiarkowane
False,False,False,True,True,True,True,False,True,True,niskie/umiarkowane
False,False,False,True,True,True,True,False,True,False,niskie/umiarkowane
False,False,False,True,True,True,True,False,False,True,niskie/umiarkowane
False,False,False,True,True,True,True,False,False,False,niskie/umiarkowane
False,False,False,True,True,True,False,True,True,True,niskie/umiarkowane
False,False,False,True,True,True,False,True,True,False,niskie/umiarkowane
False,False,False,True,True,True,False,True,False,True,niskie/umiarkowane
False,False,False,True,True,True,False,True,False,False,niskie/umiarkowane
False,False,False,True,True,True,False,False,True,True,niskie/umiarkowane
False,False,False,True,True,True,False,False,True,False,niskie/umiarkowane
False,False,False,True,True,True,False,False,False,True,niskie/umiarkowane
False,False,False,True,True,True,False,False,False,False,brak
False,False,False,True,True,False,True,True,True,True,niskie/umiarkowane
False,False,False,True,True,False,True,True,True,False,niskie/umiarkowane
False,False,False,True,True,False,True,True,False,True,niskie/umiarkowane
False,False,False,True,True,False,True,True,False,False,niskie/umiarkowane
False,False,False,True,True,False,True,False,True,True,brak
False,False,False,True,True,False,True,False,True,False,brak
False,False,False,True,True,False,True,False,False,True,brak
False,False,False,True,True,False,True,False,False,False,brak
False,False,False,True,True,False,False,True,True,True,niskie/umiarkowane
False,False,False,True,True,False,False,True,True,False,niskie/umiarkowane
False,False,False,True,True,False,False,True,False,True,niskie/umiarkowane
False,False,False,True,True,False,False,True,False,False,niskie/umiarkowane
False,False,False,True,True,False,False,False,True,True,brak
False,False,False,True,True,False,False,False,True,False,brak
False,False,False,True,True,False,False,False,False,True,brak
False,False,False,True,True,False,False,False,False,False,brak
False,False,False,True,False,True,True,True,True,True,brak
False,False,False,True,False,True,True,True,True,False,brak
False,False,False,True,False,True,True,True,False,True,brak
False,False,False,True,False,True,True,True,False,False,brak
False,False,False,True,False,True,True,False,True,True,brak
False,False,False,True,False,True,True,False,True,False,brak
False,False,False,True,False,True,True,False,False,True,brak
False,False,False,True,False,True,True,False,False,False,brak
False,False,False,True,False,True,False,True,True,True,brak
False,False,False,True,False,True,False,True,True,False,brak
False,False,False,True,False,True,False,True,False,True,brak
False,False,False,True,False,True,False,True,False,False,brak
False,False,False,True,False,True,False,False,True,True,brak
False,False,False,True,False,True,False,False,True,False,brak
False,False,False,True,False,True,False,False,False,True,brak
False,False,False,True,False,True,False,False,False,False,brak
False,False,False,True,False,False,True,True,True,True,brak
False,False,False,True,False,False,True,True,True,False,brak
False,False,False,True,False,False,True,True,False,True,brak
False,False,False,True,False,False,True,True,False,False,brak
False,False,False,True,False,False,True,False,True,True,brak
False,False,False,True,False,False,True,False,True,False,brak
False,False,False,True,False,False,True,False,False,True,brak
False,False,False,True,False,False,True,False,False,False,brak
False,False,False,True,False,False,False,True,True,True,brak
False,False,False,True,False,False,False,True,True,False,brak
False,False,False,True,False,False,False,True,False,True,brak
False,False,False,True,False,False,False,True,False,False,brak
False,False,False,True,False,False,False,False,True,True,brak
False,False,False,True,False,False,False,False,True,False,brak
False,False,False,True,False,False,False,False,False,True,brak
False,False,False,True,False,False,False,False,False,False,brak
False,False,False,False,True,True,True,True,True,True,niskie/umiarkowane
False,False,False,False,True,True,True,True,True,False,niskie/umiarkowane
False,False,False,False,True,True,True,True,False,True,niskie/umiarkowane
False,False,False,False,True,True,True,True,False,False,niskie/umiarkowane
False,False,False,False,True,True,True,False,True,True,niskie/umiarkowane
False,False,False,False,True,True,True,False,True,False,niskie/umiarkowane
False,False,False,False,True,True,True,False,False,True,niskie/umiarkowane
False,False,False,False,True,True,True,False,False,False,niskie/umiarkowane
False,False,False,False,True,True,False,True,True,True,niskie/umiarkowane
False,False,False,False,True,True,False,True,True,False,niskie/umiarkowane
False,False,False,False,True,True,False,True,False,True,niskie/umiarkowane
False,False,False,False,True,True,False,True,False,False,niskie/umiarkowane
False,False,False,False,True,True,False,False,True,True,niskie/umiarkowane
False,False,False,False,True,True,False,False,True,False,niskie/umiarkowane
False,False,False,False,True,True,False,False,False,True,niskie/umiarkowane
False,False,False,False,True,True,False,False,False,False,brak
False,False,False,False,True,False,True,True,True,True,niskie/umiarkowane
False,False,False,False,True,False,True,True,True,False,niskie/umiarkowane
False,False,False,False,True,False,True,True,False,True,niskie/umiarkowane
False,False,False,False,True,False,True,True,False,False,niskie/umiarkowane
False,False,False,False,True,False,True,False,True,True,brak
False,False,False,False,True,False,True,False,True,False,brak
False,False,False,False,True,False,True,False,False,True,brak
False,False,False,False,True,False,True,False,False,False,brak
False,False,False,False,True,False,False,True,True,True,niskie/umiarkowane
False,False,False,False,True,False,False,True,True,False,niskie/umiarkowane
False,False,False,False,True,False,False,True,False,True,niskie/umiarkowane
False,False,False,False,True,False,False,True,False,False,niskie/umiarkowane
False,False,False,False,True,False,False,False,True,True,brak
False,False,False,False,True,False,False,False,True,False,brak
False,False,False,False,True,False,False,False,False,True,brak
False,False,False,False,True,False,False,False,False,False,brak
False,False,False,False,False,True,True,True,True,True,brak
False,False,False,False,False,True,True,True,True,False,brak
False,False,False,False,False,True,True,True,False,True,brak
False,False,False,False,False,True,True,True,False,False,brak
False,False,False,False,False,True,True,False,True,True,brak
False,False,False,False,False,True,True,False,True,False,brak
False,False,False,False,False,True,True,False,False,True,brak
False,False,False,False,False,True,True,False,False,False,brak
False,False,False,False,False,True,False,True,True,True,brak
False,False,False,False,False,True,False,True,True,False,brak
False,False,False,False,False,True,False,True,False,True,brak
False,False,False,False,False,True,False,True,False,False,brak
False,False,False,False,False,True,False,False,True,True,brak
False,False,False,False,False,True,False,False,True,False,brak
False,False,False,False,False,True,False,False,False,True,brak
False,False,False,False,False,True,False,False,False,False,brak
False,False,False,False,False,False,True,True,True,True,brak
False,False,False,False,False,False,True,True,True,False,brak
False,False,False,False,False,False,True,True,False,True,brak
False,False,False,False,False,False,True,True,False,False,brak
False,False,False,False,False,False,True,False,True,True,brak
False,False,False,False,False,False,True,False,True,False,brak
False,False,False,False,False,False,True,False,False,True,brak
False,False,False,False,False,False,True,False,False,False,brak
False,False,False,False,False,False,False,True,True,True,brak
False,False,False,False,False,False,False,True,True,False,brak
False,False,False,False,False,False,False,True,False,True,brak
False,False,False,False,False,False,False,True,False,False,brak
